"3326"	"8"	1
"3326"	"11"	1
"3326"	"14"	1
"3327"	"6"	1
"3327"	"9"	1
"3327"	"12"	1
"3327"	"15"	1
"3328"	"6"	1
"3328"	"9"	1
"3328"	"12"	1
"3328"	"15"	1
"3330"	"5"	1
"3330"	"8"	1
"3330"	"11"	1
"3330"	"14"	1
"3331"	"2"	1
"3331"	"5"	1
"3331"	"8"	1
"3331"	"11"	1
"3331"	"13"	1
"3333"	"5"	1
"3333"	"8"	1
"3333"	"11"	1
"3333"	"14"	1
"3334"	"2"	1
"3334"	"3"	1
"3334"	"5"	1
"3334"	"6"	1
"3334"	"8"	1
"3334"	"9"	1
"3334"	"11"	1
"3334"	"12"	1
"3334"	"14"	1
"3334"	"15"	1
"3338"	"8"	1
